Efermi (eV)	Density of charge (1/atom)	n	m	family	diameter (nm)	Ei	Ej	Plasmon freq w_p (eV)	branches	ratio	Absorption(w_p)
1.75	0.056	17	2	36	1.42	1	2	1.364	branch1	0.14	7.52
2.0	0.073	11	10	32	1.42	3	5	1.356	branch1	0.70	9.29
1.0	0.019	11	10	32	1.42	2	4	1.163	branch1	1.00	3.51
2.0	0.071	17	2	36	1.42	1	2	1.380	branch1	1.00	8.47
2.0	0.073	11	10	32	1.42	4	6	1.356	branch1	0.76	9.29
1.5	0.042	12	9	33	1.43	1	2	1.275	branch1	0.67	6.14
1.25	0.032	12	9	33	1.43	1	2	1.203	branch1	1.00	4.08
2.0	0.077	12	9	33	1.43	2	3	1.372	branch1	0.45	9.56
1.75	0.052	12	9	33	1.43	1	2	1.324	branch1	1.00	7.95
1.75	0.052	12	9	33	1.43	1	2	1.324	branch1	0.67	7.95
2.0	0.077	12	9	33	1.43	2	3	1.372	branch1	0.57	9.56
2.0	0.077	12	9	33	1.43	1	2	1.372	branch1	0.93	9.56
2.0	0.077	12	9	33	1.43	1	2	1.372	branch1	0.47	9.56
1.25	0.032	12	9	33	1.43	1	2	1.203	branch1	0.60	4.08
1.5	0.042	12	9	33	1.43	1	2	1.275	branch1	1.00	6.14
1.5	0.042	13	8	34	1.44	2	4	1.267	branch1	0.41	5.85
2.0	0.073	13	8	34	1.44	3	5	1.364	branch1	0.81	8.91
2.0	0.073	13	8	34	1.44	4	6	1.364	branch1	0.34	8.91
1.75	0.059	13	8	34	1.44	3	5	1.316	branch1	0.78	7.18
1.75	0.059	13	8	34	1.44	4	6	1.316	branch1	0.31	7.18
1.75	0.059	13	8	34	1.44	4	6	1.003	branch2	0.74	0.51
1.5	0.042	13	8	34	1.44	3	5	1.267	branch1	1.00	5.85
1.5	0.042	13	8	34	1.44	4	6	1.267	branch1	0.10	5.85
1.25	0.026	13	8	34	1.44	3	5	1.195	branch1	0.21	4.85
1.25	0.032	16	4	36	1.44	1	2	1.259	branch1	0.21	3.94
2.0	0.071	16	4	36	1.44	2	3	1.364	branch1	0.10	8.76
2.0	0.071	16	4	36	1.44	1	2	1.364	branch1	0.15	8.76
2.0	0.071	16	4	36	1.44	1	2	1.364	branch1	1.00	8.76
1.75	0.055	16	4	36	1.44	1	2	1.340	branch1	0.23	7.67
1.75	0.055	16	4	36	1.44	1	2	1.340	branch1	1.00	7.67
1.5	0.042	16	4	36	1.44	1	2	1.307	branch1	0.27	6.10
1.25	0.026	13	8	34	1.44	2	4	1.195	branch1	0.69	4.85
1.0	0.019	13	8	34	1.44	1	3	1.147	branch1	1.00	3.48
1.25	0.026	13	8	34	1.44	1	3	1.195	branch1	1.00	4.85
1.0	0.019	13	8	34	1.44	2	4	1.147	branch1	0.55	3.48
1.25	0.032	16	4	36	1.44	1	2	1.259	branch1	1.00	3.94
1.5	0.042	16	4	36	1.44	1	2	1.307	branch1	1.00	6.10
2.0	0.076	14	7	35	1.45	1	3	1.364	branch1	0.12	8.55
1.5	0.044	18	1	37	1.45	2	4	0.834	branch2	0.12	0.89
2.0	0.076	14	7	35	1.45	3	5	1.364	branch1	0.40	8.55
2.0	0.076	14	7	35	1.45	3	5	1.043	branch2	1.00	0.63
2.0	0.076	14	7	35	1.45	2	4	1.043	branch2	0.47	0.63
1.75	0.060	18	1	37	1.45	4	6	1.364	branch1	0.12	7.06
2.0	0.076	14	7	35	1.45	2	4	1.364	branch1	0.22	8.55
1.75	0.058	14	7	35	1.45	2	4	1.307	branch1	0.82	7.55
1.75	0.058	14	7	35	1.45	3	5	1.307	branch1	0.63	7.55
1.0	0.019	14	7	35	1.45	2	4	1.179	branch1	1.00	3.52
1.0	0.019	14	7	35	1.45	1	3	1.179	branch1	0.50	3.52
1.25	0.029	14	7	35	1.45	2	4	1.211	branch1	1.00	4.97
1.25	0.029	14	7	35	1.45	1	3	1.211	branch1	0.34	4.97
1.25	0.029	14	7	35	1.45	3	5	1.211	branch1	0.12	4.97
1.5	0.040	14	7	35	1.45	2	4	1.243	branch1	1.00	6.38
2.0	0.076	14	7	35	1.45	4	6	1.364	branch1	1.00	8.55
1.5	0.040	14	7	35	1.45	1	3	1.243	branch1	0.19	6.38
2.0	0.074	18	1	37	1.45	3	5	1.396	branch1	1.00	9.03
2.0	0.074	18	1	37	1.45	4	6	1.396	branch1	0.13	9.03
1.75	0.060	18	1	37	1.45	3	5	1.364	branch1	1.00	7.06
1.75	0.058	14	7	35	1.45	4	6	1.307	branch1	1.00	7.55
1.5	0.044	18	1	37	1.45	4	6	0.834	branch2	0.47	0.89
1.75	0.058	14	7	35	1.45	1	3	1.307	branch1	0.27	7.55
1.5	0.040	14	7	35	1.45	3	5	1.243	branch1	0.28	6.38
1.5	0.044	18	1	37	1.45	3	5	1.316	branch1	1.00	4.85
2.0	0.076	14	7	35	1.45	1	3	1.043	branch2	0.19	0.63
1.25	0.025	18	1	37	1.45	1	3	1.179	branch1	1.00	3.74
1.25	0.025	18	1	37	1.45	1	3	1.179	branch1	1.00	3.74
1.0	0.019	18	1	37	1.45	1	3	1.147	branch1	1.00	3.08
1.0	0.019	18	1	37	1.45	2	4	1.147	branch1	0.24	3.08
1.25	0.025	18	1	37	1.45	2	4	1.179	branch1	0.28	3.74
1.25	0.025	18	1	37	1.45	2	4	1.179	branch1	0.28	3.74
1.5	0.044	17	3	37	1.46	3	5	1.299	branch1	1.00	5.00
1.0	0.019	17	3	37	1.46	2	4	1.131	branch1	0.28	3.20
1.0	0.019	17	3	37	1.46	1	3	1.131	branch1	1.00	3.20
1.25	0.025	17	3	37	1.46	2	4	1.171	branch1	0.33	3.83
1.25	0.025	17	3	37	1.46	2	4	1.171	branch1	0.33	3.83
1.25	0.025	17	3	37	1.46	1	3	1.171	branch1	1.00	3.83
1.25	0.025	17	3	37	1.46	1	3	1.171	branch1	1.00	3.83
1.25	0.025	17	3	37	1.46	3	5	1.171	branch1	0.14	3.83
1.25	0.025	17	3	37	1.46	3	5	1.171	branch1	0.14	3.83
1.5	0.044	17	3	37	1.46	4	6	1.299	branch1	0.11	5.00
1.75	0.060	17	3	37	1.46	4	6	1.348	branch1	0.14	7.07
2.0	0.073	17	3	37	1.46	4	6	1.380	branch1	0.16	9.04
2.0	0.073	17	3	37	1.46	3	5	1.380	branch1	1.00	9.04
1.75	0.060	17	3	37	1.46	3	5	1.348	branch1	1.00	7.07
2.0	0.076	15	6	36	1.47	1	2	1.356	branch1	0.14	9.35
2.0	0.076	15	6	36	1.47	2	3	1.356	branch1	0.32	9.35
1.25	0.032	15	6	36	1.47	1	2	1.219	branch1	0.31	4.19
1.5	0.041	15	6	36	1.47	1	2	1.275	branch1	1.00	6.36
1.5	0.041	15	6	36	1.47	1	2	1.275	branch1	0.37	6.36
1.75	0.055	15	6	36	1.47	1	2	1.307	branch1	1.00	7.91
1.75	0.055	15	6	36	1.47	1	2	1.307	branch1	0.26	7.91
2.0	0.076	15	6	36	1.47	2	3	1.356	branch1	0.84	9.35
2.0	0.076	15	6	36	1.47	1	2	1.356	branch1	1.00	9.35
1.25	0.032	15	6	36	1.47	1	2	1.219	branch1	1.00	4.19
1.25	0.025	16	5	37	1.49	2	4	1.171	branch1	0.51	4.15
1.5	0.044	16	5	37	1.49	3	5	1.267	branch1	1.00	5.35
1.5	0.044	16	5	37	1.49	4	6	1.267	branch1	0.15	5.35
1.25	0.025	16	5	37	1.49	3	5	1.171	branch1	0.50	4.15
1.25	0.025	16	5	37	1.49	1	3	1.171	branch1	1.00	4.15
1.75	0.057	18	2	38	1.49	3	5	0.882	branch2	0.97	0.78
1.75	0.057	18	2	38	1.49	4	6	1.324	branch1	1.00	6.23
1.75	0.057	18	2	38	1.49	3	5	1.324	branch1	0.17	6.23
1.5	0.039	18	2	38	1.49	2	4	1.227	branch1	1.00	6.17
1.5	0.039	18	2	38	1.49	3	5	1.227	branch1	0.20	6.17
1.25	0.030	18	2	38	1.49	2	4	1.203	branch1	1.00	4.89
1.25	0.030	18	2	38	1.49	3	5	1.203	branch1	0.15	4.89
1.0	0.019	18	2	38	1.49	2	4	1.179	branch1	1.00	3.73
1.0	0.019	18	2	38	1.49	1	3	1.179	branch1	0.32	3.73
2.0	0.072	16	5	37	1.49	3	5	1.356	branch1	0.95	9.22
1.0	0.018	16	5	37	1.49	2	4	1.115	branch1	0.34	3.42
1.0	0.018	16	5	37	1.49	1	3	1.115	branch1	1.00	3.42
2.0	0.079	18	2	38	1.49	4	6	1.380	branch1	1.00	8.23
1.75	0.056	19	0	38	1.49	2	4	0.882	branch2	0.73	1.06
2.0	0.077	11	11	33	1.49	2	3	1.324	branch1	0.56	9.99
1.0	0.019	12	10	34	1.49	1	3	1.115	branch1	1.00	3.79
1.0	0.019	12	10	34	1.49	2	4	1.115	branch1	0.92	3.79
1.25	0.028	12	10	34	1.49	3	5	1.163	branch1	0.56	5.27
1.25	0.028	12	10	34	1.49	1	3	1.163	branch1	0.55	5.27
1.25	0.028	12	10	34	1.49	2	4	1.163	branch1	1.00	5.27
1.5	0.043	12	10	34	1.49	3	5	1.219	branch1	1.00	6.58
1.5	0.043	12	10	34	1.49	2	4	1.219	branch1	0.54	6.58
1.5	0.043	12	10	34	1.49	4	6	1.219	branch1	0.24	6.58
1.75	0.058	12	10	34	1.49	3	5	1.267	branch1	1.00	7.97
1.75	0.058	12	10	34	1.49	4	6	1.267	branch1	0.67	7.97
2.0	0.072	12	10	34	1.49	3	5	1.324	branch1	0.85	9.65
2.0	0.072	12	10	34	1.49	4	6	1.324	branch1	0.60	9.65
1.0	0.020	11	11	33	1.49	1	2	1.067	branch1	1.00	2.13
1.0	0.020	11	11	33	1.49	0	1	1.067	branch1	0.25	2.13
1.25	0.031	11	11	33	1.49	1	2	1.171	branch1	1.00	4.68
1.5	0.041	11	11	33	1.49	1	2	1.235	branch1	1.00	6.68
1.75	0.054	11	11	33	1.49	1	2	1.283	branch1	1.00	8.45
2.0	0.077	11	11	33	1.49	1	2	1.324	branch1	1.00	9.99
1.75	0.059	16	5	37	1.49	3	5	1.316	branch1	0.94	7.25
1.75	0.059	16	5	37	1.49	4	6	1.316	branch1	0.19	7.25
1.75	0.056	19	0	38	1.49	1	3	0.882	branch2	0.32	1.06
2.0	0.079	19	0	38	1.49	3	5	1.388	branch1	0.10	8.28
2.0	0.079	19	0	38	1.49	1	3	0.746	branch2	0.39	0.67
2.0	0.079	19	0	38	1.49	3	5	0.746	branch2	1.00	0.67
2.0	0.079	19	0	38	1.49	5	7	0.746	branch2	0.26	0.67
2.0	0.072	16	5	37	1.49	4	6	1.356	branch1	0.21	9.22
2.0	0.079	19	0	38	1.49	4	6	1.388	branch1	1.00	8.28
1.0	0.019	19	0	38	1.49	2	4	1.187	branch1	1.00	3.71
1.0	0.019	19	0	38	1.49	1	3	1.187	branch1	0.34	3.71
1.75	0.056	19	0	38	1.49	3	5	0.882	branch2	1.00	1.06
1.25	0.030	19	0	38	1.49	1	3	1.203	branch1	0.17	4.85
1.25	0.030	19	0	38	1.49	3	5	1.203	branch1	0.10	4.85
1.75	0.056	19	0	38	1.49	3	5	1.332	branch1	0.22	5.93
1.75	0.056	19	0	38	1.49	2	4	1.332	branch1	0.20	5.93
1.5	0.039	19	0	38	1.49	2	4	1.227	branch1	1.00	6.10
1.75	0.056	19	0	38	1.49	4	6	1.332	branch1	1.00	5.93
1.5	0.039	19	0	38	1.49	3	5	1.227	branch1	0.18	6.10
1.5	0.039	19	0	38	1.49	1	3	1.227	branch1	0.12	6.10
1.25	0.030	19	0	38	1.49	2	4	1.203	branch1	1.00	4.85
1.0	0.019	13	9	35	1.50	2	4	1.131	branch1	1.00	3.78
1.0	0.019	13	9	35	1.50	1	3	1.131	branch1	0.67	3.78
1.25	0.029	13	9	35	1.50	1	3	1.171	branch1	0.10	5.30
1.25	0.029	13	9	35	1.50	3	5	1.171	branch1	0.42	5.30
1.5	0.041	13	9	35	1.50	4	6	1.219	branch1	0.13	6.81
1.5	0.041	13	9	35	1.50	2	4	1.219	branch1	0.88	6.81
1.5	0.041	13	9	35	1.50	3	5	1.219	branch1	0.52	6.81
2.0	0.075	13	9	35	1.50	4	6	1.316	branch1	0.77	9.42
2.0	0.075	13	9	35	1.50	3	5	1.316	branch1	0.38	9.42
1.25	0.029	13	9	35	1.50	2	4	1.171	branch1	1.00	5.30
1.75	0.058	13	9	35	1.50	4	6	1.267	branch1	1.00	8.15
1.75	0.058	13	9	35	1.50	3	5	1.267	branch1	0.59	8.15
1.0	0.019	17	4	38	1.51	1	3	1.155	branch1	0.36	3.78
1.75	0.057	17	4	38	1.51	3	5	0.979	branch2	0.45	0.65
1.75	0.057	17	4	38	1.51	4	6	1.299	branch1	1.00	6.84
1.5	0.039	17	4	38	1.51	3	5	1.211	branch1	0.21	6.39
1.5	0.039	17	4	38	1.51	2	4	1.211	branch1	1.00	6.39
1.25	0.029	17	4	38	1.51	3	5	1.179	branch1	0.19	5.01
1.25	0.031	14	8	36	1.51	1	2	1.179	branch1	1.00	4.62
1.25	0.031	14	8	36	1.51	1	2	1.179	branch1	0.45	4.62
1.5	0.041	14	8	36	1.51	1	2	1.235	branch1	1.00	6.71
1.5	0.041	14	8	36	1.51	1	2	1.235	branch1	0.50	6.71
1.75	0.054	14	8	36	1.51	1	2	1.275	branch1	1.00	8.35
2.0	0.077	14	8	36	1.51	2	3	1.316	branch1	0.51	9.80
2.0	0.077	14	8	36	1.51	1	2	1.316	branch1	1.00	9.80
1.75	0.054	14	8	36	1.51	1	2	1.275	branch1	0.42	8.35
2.0	0.077	14	8	36	1.51	1	2	1.316	branch1	0.48	9.80
2.0	0.077	14	8	36	1.51	2	3	1.316	branch1	0.27	9.80
1.0	0.019	17	4	38	1.51	2	4	1.155	branch1	1.00	3.78
1.75	0.057	17	4	38	1.51	3	5	1.299	branch1	0.21	6.84
2.0	0.078	17	4	38	1.51	5	7	0.858	branch2	0.26	0.61
2.0	0.078	17	4	38	1.51	4	6	1.348	branch1	0.95	8.41
2.0	0.078	17	4	38	1.51	5	7	1.348	branch1	0.11	8.41
2.0	0.077	14	8	36	1.51	0	1	1.316	branch1	0.10	9.80
1.25	0.029	17	4	38	1.51	2	4	1.179	branch1	1.00	5.01
1.5	0.044	15	7	37	1.52	3	5	1.227	branch1	0.90	5.91
1.75	0.058	15	7	37	1.52	4	6	1.275	branch1	0.26	7.66
1.75	0.058	15	7	37	1.52	3	5	1.275	branch1	0.87	7.66
2.0	0.071	15	7	37	1.52	4	6	1.324	branch1	0.28	9.52
1.25	0.027	15	7	37	1.52	3	5	1.155	branch1	1.00	4.75
1.25	0.027	15	7	37	1.52	2	4	1.155	branch1	0.66	4.75
1.25	0.027	15	7	37	1.52	1	3	1.155	branch1	0.51	4.75
1.5	0.044	15	7	37	1.52	4	6	0.930	branch2	0.46	0.59
1.5	0.044	15	7	37	1.52	4	6	1.227	branch1	0.22	5.91
2.0	0.071	15	7	37	1.52	3	5	1.324	branch1	0.88	9.52
1.5	0.044	15	7	37	1.52	2	4	0.930	branch2	0.11	0.59
1.0	0.018	15	7	37	1.52	1	3	1.091	branch1	1.00	3.70
1.0	0.018	15	7	37	1.52	2	4	1.091	branch1	0.46	3.70
2.0	0.072	19	1	39	1.53	1	2	1.324	branch1	0.91	7.55
2.0	0.072	19	1	39	1.53	1	2	1.324	branch1	0.12	7.55
2.0	0.072	19	1	39	1.53	2	3	1.091	branch2	0.13	0.74
1.25	0.031	19	1	39	1.53	1	2	1.219	branch1	1.00	4.78
1.25	0.031	19	1	39	1.53	1	2	1.219	branch1	0.21	4.78
2.0	0.072	19	1	39	1.53	2	3	1.324	branch1	0.21	7.55
2.0	0.072	19	1	39	1.53	2	3	1.324	branch1	1.00	7.55
1.75	0.055	19	1	39	1.53	1	2	1.275	branch1	0.13	7.92
1.75	0.055	19	1	39	1.53	1	2	1.275	branch1	1.00	7.92
1.5	0.041	19	1	39	1.53	1	2	1.259	branch1	0.26	6.95
1.5	0.041	19	1	39	1.53	1	2	1.259	branch1	1.00	6.95
2.0	0.072	19	1	39	1.53	1	2	1.091	branch2	1.00	0.74
1.75	0.055	18	3	39	1.54	2	3	1.259	branch1	0.11	8.02
2.0	0.075	18	3	39	1.54	2	3	0.818	branch2	0.87	0.48
2.0	0.075	18	3	39	1.54	2	3	1.324	branch1	0.19	8.26
2.0	0.075	18	3	39	1.54	1	2	1.324	branch1	0.34	8.26
2.0	0.075	18	3	39	1.54	2	3	1.324	branch1	1.00	8.26
1.75	0.055	18	3	39	1.54	1	2	1.259	branch1	1.00	8.02
1.25	0.031	18	3	39	1.54	1	2	1.203	branch1	1.00	4.86
1.0	0.020	18	3	39	1.54	1	2	1.123	branch1	1.00	1.98
1.0	0.020	18	3	39	1.54	1	2	1.123	branch1	0.17	1.98
1.5	0.041	18	3	39	1.54	1	2	1.243	branch1	0.29	6.97
1.0	0.018	16	6	38	1.54	1	3	1.131	branch1	0.43	3.92
1.5	0.041	18	3	39	1.54	1	2	1.243	branch1	1.00	6.97
2.0	0.077	16	6	38	1.54	5	7	1.316	branch1	0.13	8.87
2.0	0.077	16	6	38	1.54	4	6	1.316	branch1	1.00	8.87
2.0	0.077	16	6	38	1.54	5	7	0.906	branch2	0.23	0.59
1.75	0.057	16	6	38	1.54	4	6	1.267	branch1	1.00	7.51
1.75	0.057	16	6	38	1.54	3	5	0.979	branch2	0.72	0.65
1.75	0.057	16	6	38	1.54	3	5	1.267	branch1	0.29	7.51
1.0	0.018	16	6	38	1.54	2	4	1.131	branch1	1.00	3.92
1.25	0.029	16	6	38	1.54	3	5	1.155	branch1	0.25	5.25
1.25	0.029	16	6	38	1.54	2	4	1.155	branch1	1.00	5.25
1.5	0.040	16	6	38	1.54	3	5	1.195	branch1	0.36	6.66
1.5	0.040	16	6	38	1.54	2	4	1.195	branch1	1.00	6.66
1.5	0.040	16	6	38	1.54	4	6	1.195	branch1	0.16	6.66
1.25	0.031	18	3	39	1.54	1	2	1.203	branch1	0.26	4.86
2.0	0.077	16	6	38	1.54	3	5	0.906	branch2	0.25	0.59
1.0	0.018	12	11	35	1.56	1	3	1.091	branch1	0.90	4.00
1.0	0.018	12	11	35	1.56	2	4	1.091	branch1	0.99	4.00
2.0	0.077	13	10	36	1.56	2	3	1.275	branch1	0.70	10.18
1.5	0.043	12	11	35	1.56	4	6	1.179	branch1	0.55	7.03
1.25	0.029	12	11	35	1.56	3	5	1.131	branch1	0.70	5.58
2.0	0.077	13	10	36	1.56	1	2	1.275	branch1	0.72	10.18
1.5	0.043	12	11	35	1.56	2	4	1.179	branch1	0.33	7.03
2.0	0.077	13	10	36	1.56	2	3	1.275	branch1	0.97	10.18
1.75	0.057	13	10	36	1.56	2	3	1.243	branch1	0.13	8.84
1.75	0.057	13	10	36	1.56	1	2	1.243	branch1	0.66	8.84
1.75	0.057	13	10	36	1.56	1	2	1.243	branch1	1.00	8.84
1.5	0.040	13	10	36	1.56	1	2	1.203	branch1	0.73	7.14
1.5	0.040	13	10	36	1.56	1	2	1.203	branch1	1.00	7.14
1.25	0.031	13	10	36	1.56	1	2	1.139	branch1	0.68	5.12
1.25	0.031	13	10	36	1.56	1	2	1.139	branch1	1.00	5.12
1.0	0.020	13	10	36	1.56	1	2	1.051	branch1	0.61	2.64
1.0	0.020	13	10	36	1.56	0	1	1.051	branch1	0.16	2.64
1.0	0.020	13	10	36	1.56	0	1	1.051	branch1	0.15	2.64
1.5	0.043	12	11	35	1.56	3	5	1.179	branch1	0.76	7.03
1.75	0.057	12	11	35	1.56	4	6	1.235	branch1	0.82	8.52
1.75	0.057	12	11	35	1.56	3	5	1.235	branch1	0.78	8.52
2.0	0.074	12	11	35	1.56	4	6	1.283	branch1	0.77	10.14
2.0	0.074	12	11	35	1.56	3	5	1.283	branch1	0.53	10.14
2.0	0.074	12	11	35	1.56	5	7	1.283	branch1	0.16	10.14
1.25	0.029	12	11	35	1.56	2	4	1.131	branch1	0.98	5.58
1.0	0.020	13	10	36	1.56	1	2	1.051	branch1	1.00	2.64
2.0	0.077	13	10	36	1.56	1	2	1.275	branch1	1.00	10.18
1.0	0.020	17	5	39	1.56	1	2	1.099	branch1	0.22	2.25
1.0	0.020	17	5	39	1.56	1	2	1.099	branch1	1.00	2.25
1.25	0.031	17	5	39	1.56	1	2	1.179	branch1	0.29	4.98
1.25	0.031	17	5	39	1.56	1	2	1.179	branch1	1.00	4.98
1.5	0.040	17	5	39	1.56	1	2	1.227	branch1	0.34	7.10
1.5	0.040	17	5	39	1.56	1	2	1.227	branch1	1.00	7.10
2.0	0.076	17	5	39	1.56	2	3	1.299	branch1	1.00	9.00
2.0	0.076	17	5	39	1.56	2	3	1.299	branch1	0.17	9.00
1.75	0.055	17	5	39	1.56	1	2	1.243	branch1	0.92	8.29
1.75	0.055	17	5	39	1.56	2	3	1.243	branch1	0.15	8.29
1.5	0.045	19	2	40	1.57	3	5	1.235	branch1	1.00	6.01
1.25	0.028	14	9	37	1.57	1	3	1.131	branch1	0.10	5.30
1.25	0.028	14	9	37	1.57	2	4	1.131	branch1	0.69	5.30
1.0	0.018	14	9	37	1.57	1	3	1.067	branch1	1.00	3.98
1.0	0.018	14	9	37	1.57	2	4	1.067	branch1	0.64	3.98
1.25	0.026	20	0	40	1.57	1	3	0.914	branch2	0.76	0.88
1.25	0.026	20	0	40	1.57	2	4	0.914	branch2	1.00	0.88
1.25	0.028	14	9	37	1.57	3	5	1.131	branch1	1.00	5.30
1.25	0.026	20	0	40	1.57	2	4	1.163	branch1	0.55	3.60
1.25	0.026	20	0	40	1.57	1	3	1.163	branch1	0.54	3.60
1.25	0.026	20	0	40	1.57	3	5	1.163	branch1	1.00	3.60
1.0	0.018	20	0	40	1.57	2	4	1.067	branch1	0.40	3.48
1.5	0.045	20	0	40	1.57	3	5	1.243	branch1	1.00	5.98
1.0	0.018	20	0	40	1.57	1	3	1.067	branch1	1.00	3.48
2.0	0.072	19	2	40	1.57	3	5	1.307	branch1	1.00	9.84
1.75	0.058	19	2	40	1.57	4	6	1.275	branch1	0.16	8.12
2.0	0.072	20	0	40	1.57	2	4	0.786	branch2	0.47	0.39
2.0	0.072	20	0	40	1.57	4	6	0.786	branch2	1.00	0.39
2.0	0.071	14	9	37	1.57	4	6	1.291	branch1	0.41	10.11
1.75	0.057	14	9	37	1.57	3	5	1.235	branch1	0.83	8.23
1.75	0.057	14	9	37	1.57	4	6	1.235	branch1	0.39	8.23
1.5	0.044	14	9	37	1.57	3	5	1.187	branch1	0.82	6.57
1.5	0.044	14	9	37	1.57	4	6	1.187	branch1	0.34	6.57
1.5	0.044	14	9	37	1.57	4	6	0.930	branch2	0.64	0.46
1.0	0.018	19	2	40	1.57	2	4	1.067	branch1	0.30	3.55
1.0	0.018	19	2	40	1.57	1	3	1.067	branch1	1.00	3.55
1.25	0.027	19	2	40	1.57	2	4	0.898	branch2	1.00	0.84
1.25	0.027	19	2	40	1.57	2	4	1.163	branch1	0.28	3.75
1.25	0.027	19	2	40	1.57	1	3	1.163	branch1	0.20	3.75
1.25	0.027	19	2	40	1.57	3	5	1.163	branch1	1.00	3.75
2.0	0.072	20	0	40	1.57	3	5	1.307	branch1	1.00	9.77
1.75	0.058	20	0	40	1.57	4	6	1.283	branch1	0.13	8.13
1.75	0.058	20	0	40	1.57	3	5	1.283	branch1	1.00	8.13
1.5	0.045	20	0	40	1.57	4	6	0.738	branch2	0.81	0.62
1.5	0.045	20	0	40	1.57	2	4	0.738	branch2	1.00	0.62
1.5	0.045	20	0	40	1.57	2	4	1.243	branch1	0.14	5.98
1.5	0.045	19	2	40	1.57	4	6	1.235	branch1	0.14	6.01
1.75	0.058	19	2	40	1.57	3	5	1.275	branch1	1.00	8.12
2.0	0.072	20	0	40	1.57	1	2	0.786	branch2	0.17	0.39
2.0	0.072	20	0	40	1.57	4	6	1.307	branch1	0.14	9.77
2.0	0.071	14	9	37	1.57	3	5	1.291	branch1	0.82	10.11
1.5	0.042	15	8	38	1.58	2	4	1.179	branch1	0.54	7.02
1.5	0.042	15	8	38	1.58	4	6	1.179	branch1	0.60	7.02
1.0	0.018	15	8	38	1.58	2	4	1.091	branch1	1.00	4.05
1.0	0.018	15	8	38	1.58	1	3	1.091	branch1	0.56	4.05
2.0	0.076	15	8	38	1.58	5	7	0.930	branch2	0.32	0.47
1.75	0.057	15	8	38	1.58	3	5	1.235	branch1	0.39	8.24
2.0	0.076	15	8	38	1.58	4	6	1.283	branch1	0.83	9.46
2.0	0.076	15	8	38	1.58	5	7	1.283	branch1	0.23	9.46
1.75	0.057	15	8	38	1.58	4	6	1.235	branch1	0.89	8.24
1.5	0.042	15	8	38	1.58	3	5	1.179	branch1	0.46	7.02
1.25	0.029	15	8	38	1.58	3	5	1.131	branch1	0.38	5.52
1.25	0.029	15	8	38	1.58	2	4	1.131	branch1	1.00	5.52
2.0	0.071	18	4	40	1.59	3	5	1.291	branch1	1.00	9.96
1.75	0.057	18	4	40	1.59	4	6	1.259	branch1	0.20	8.21
1.75	0.057	18	4	40	1.59	3	5	1.259	branch1	1.00	8.21
1.5	0.044	18	4	40	1.59	4	6	1.219	branch1	0.17	6.10
1.25	0.027	18	4	40	1.59	2	4	1.147	branch1	0.36	4.22
1.25	0.027	18	4	40	1.59	1	3	1.147	branch1	0.18	4.22
1.25	0.027	18	4	40	1.59	3	5	1.147	branch1	1.00	4.22
1.25	0.027	18	4	40	1.59	2	4	0.882	branch2	1.00	0.70
1.25	0.027	18	4	40	1.59	1	3	0.882	branch2	0.28	0.70
1.0	0.018	18	4	40	1.59	2	4	1.059	branch1	0.42	3.67
1.0	0.018	18	4	40	1.59	2	4	1.059	branch1	0.42	3.67
1.0	0.018	18	4	40	1.59	1	3	1.059	branch1	1.00	3.67
2.0	0.071	18	4	40	1.59	4	6	1.291	branch1	0.14	9.96
1.5	0.044	18	4	40	1.59	3	5	1.219	branch1	1.00	6.10
1.0	0.018	18	4	40	1.59	1	3	1.059	branch1	1.00	3.67
1.0	0.021	16	7	39	1.60	0	1	1.067	branch1	0.11	2.63
2.0	0.076	16	7	39	1.60	2	3	1.275	branch1	0.36	9.76
2.0	0.076	16	7	39	1.60	1	2	1.275	branch1	0.25	9.76
2.0	0.076	16	7	39	1.60	1	2	1.275	branch1	0.56	9.76
2.0	0.076	16	7	39	1.60	2	3	1.275	branch1	1.00	9.76
1.75	0.056	16	7	39	1.60	2	3	1.227	branch1	0.13	8.67
1.75	0.056	16	7	39	1.60	1	2	1.227	branch1	0.32	8.67
1.75	0.056	16	7	39	1.60	1	2	1.227	branch1	1.00	8.67
1.5	0.039	16	7	39	1.60	1	2	1.195	branch1	0.46	7.34
1.0	0.021	16	7	39	1.60	1	2	1.067	branch1	0.31	2.63
1.25	0.031	16	7	39	1.60	1	2	1.147	branch1	1.00	5.23
1.25	0.031	16	7	39	1.60	1	2	1.147	branch1	0.38	5.23
1.5	0.039	16	7	39	1.60	1	2	1.195	branch1	1.00	7.34
1.0	0.021	16	7	39	1.60	1	2	1.067	branch1	1.00	2.63
1.5	0.039	20	1	41	1.61	2	4	1.171	branch1	1.00	5.87
2.0	0.077	20	1	41	1.61	4	6	1.307	branch1	1.00	9.45
1.75	0.059	20	1	41	1.61	5	7	0.754	branch2	0.17	0.71
1.75	0.059	20	1	41	1.61	3	5	0.754	branch2	0.57	0.71
1.75	0.059	20	1	41	1.61	4	6	1.267	branch1	1.00	7.49
1.0	0.018	20	1	41	1.61	2	4	1.107	branch1	1.00	4.18
1.0	0.018	20	1	41	1.61	1	3	1.107	branch1	0.32	4.18
1.25	0.029	20	1	41	1.61	2	4	1.131	branch1	1.00	5.33
1.25	0.029	20	1	41	1.61	3	5	1.131	branch1	0.18	5.33
